f,2dsth,2dstp,2dsts,3dst,WT
421.5,0.225099066,0.69288101,0.367354401,0.342398733,0.221038518
422,0.233978403,0.722690326,0.38257612,0.320257989,0.219195889
422.5,0.242857739,0.752499643,0.397797839,0.298117245,0.217353259
423,0.251737075,0.782308959,0.413019558,0.275976502,0.215510629
423.5,0.260616411,0.812118275,0.428241277,0.253835758,0.213667999
424,0.269495747,0.841927591,0.443462996,0.231695014,0.211825369
424.5,0.278375083,0.820555111,0.458684716,0.20955427,0.20998274
425,0.283644993,0.765799208,0.473906435,0.187413526,0.20814011
425.5,0.283850692,0.711043305,0.489128154,0.165272782,0.20629748
426,0.28405639,0.656287402,0.503104539,0.143132038,0.20445485
426.5,0.284262089,0.601531498,0.485599615,0.120991294,0.202612221
427,0.284467788,0.546775595,0.468094692,0.137988128,0.200769591
427.5,0.284673487,0.492019692,0.450589768,0.161948237,0.198926961
428,0.284879185,0.437263789,0.433084844,0.185908347,0.197084331
428.5,0.285084884,0.382507886,0.41557992,0.209868456,0.195241702
429,0.285290583,0.327751983,0.398074996,0.233828566,0.193399072
429.5,0.285496281,0.27299608,0.380570073,0.257788675,0.191556442
430,0.28570198,0.218240177,0.363065149,0.281748784,0.189713812
430.5,0.285907679,0.163484273,0.345560225,0.305708894,0.187871183
431,0.286113378,0.10872837,0.328055301,0.329669003,0.186028553
431.5,0.286319076,0.073617751,0.310550377,0.353629113,0.184185923
432,0.286524775,0.077241932,0.301347601,0.377589222,0.182343293
432.5,0.286730474,0.080866113,0.340162867,0.401549331,0.180500664
433,0.286936173,0.084490294,0.378978132,0.425509441,0.178658034
433.5,0.287141871,0.088114475,0.417793397,0.44946955,0.176815404
434,0.28734757,0.091738656,0.456608662,0.47342966,0.174972774
434.5,0.287553269,0.095362836,0.495423927,0.497389769,0.173130145
435,0.287758967,0.098987017,0.534239192,0.521349878,0.171287515
435.5,0.287964666,0.102484486,0.573054458,0.545309988,0.169444885
436,0.288170365,0.096395761,0.611869723,0.569270097,0.167602255
436.5,0.288376064,0.090307036,0.650684988,0.593230207,0.165759626
437,0.288581762,0.084218312,0.689500253,0.617190316,0.163916996
437.5,0.288787461,0.078129587,0.728315518,0.625490502,0.162570889
438,0.28899316,0.072040862,0.753653961,0.61432795,0.161841878
438.5,0.289198858,0.069410802,0.739982605,0.603165398,0.161112868
439,0.289404557,0.114350931,0.726311248,0.592002846,0.160383857
439.5,0.289610256,0.15929106,0.712639891,0.580840293,0.159654847
440,0.289815955,0.204231189,0.698968535,0.569677741,0.158925836
440.5,0.290021653,0.249171318,0.685297178,0.558515189,0.158196826
441,0.290227352,0.294111448,0.671625821,0.547352637,0.157467816
441.5,0.290433051,0.339051577,0.657954465,0.536190085,0.156738805
442,0.290638749,0.383991706,0.644283108,0.525027532,0.156009795
442.5,0.290844448,0.428931835,0.630611751,0.51386498,0.155280784
443,0.291050147,0.473871964,0.616940395,0.502702428,0.154551774
443.5,0.291255846,0.518812093,0.603269038,0.502219377,0.153822763
444,0.291461544,0.563752222,0.589597681,0.510291516,0.153093753
444.5,0.291667243,0.608692351,0.575926325,0.518363655,0.152364743
445,0.291872942,0.65363248,0.562254968,0.526435794,0.151635732
445.5,0.292078641,0.69857261,0.548583611,0.534507933,0.150906722
446,0.292284339,0.743512739,0.534912254,0.542580072,0.150177711
446.5,0.292490038,0.788452868,0.521240898,0.550652211,0.149448701
447,0.296168158,0.80436461,0.507569541,0.55872435,0.14871969
447.5,0.304624694,0.780330239,0.493898184,0.566796489,0.14799068
448,0.313081231,0.756295868,0.480226828,0.574868629,0.14726167
448.5,0.321537768,0.732261498,0.466555471,0.582940768,0.146532659
449,0.310186801,0.708227127,0.442897627,0.591012907,0.145803649
449.5,0.295440704,0.684192756,0.417528037,0.599085046,0.145074638
450,0.280694607,0.660158386,0.392158447,0.590716425,0.144345628
450.5,0.26594851,0.636124015,0.366788857,0.564219363,0.143616617
451,0.251202414,0.612089644,0.341419267,0.537722301,0.142887607
451.5,0.236456317,0.588055274,0.316049677,0.511225238,0.142158596
452,0.22171022,0.564020903,0.290680087,0.484728176,0.141429586
452.5,0.206964123,0.539986532,0.265310497,0.458231114,0.140700576
453,0.192218027,0.515952162,0.239940907,0.431734051,0.139971565
453.5,0.17747193,0.491917791,0.214571317,0.405236989,0.139242555
454,0.162725833,0.46788342,0.189201726,0.378739927,0.138513544
454.5,0.147979736,0.44384905,0.163832136,0.352242864,0.137784534
455,0.13323364,0.419814679,0.138462546,0.325745802,0.137055523
455.5,0.118487543,0.395780308,0.113092956,0.29924874,0.136326513
456,0.103741446,0.371745938,0.087723366,0.272751677,0.135597503
456.5,0.088995349,0.347711567,0.062353776,0.246254615,0.134868492
457,0.074249252,0.323677196,0.046677547,0.219757553,0.134139482
457.5,0.059503156,0.299642826,0.068167071,0.19326049,0.133410471
458,0.044757059,0.275608455,0.089656596,0.166763428,0.132681461
458.5,0.048439764,0.306786162,0.11114612,0.140266366,0.13195245
459,0.055929812,0.349370545,0.132635645,0.113769303,0.13122344
459.5,0.063419861,0.391954928,0.154125169,0.087272241,0.130494429
460,0.070909909,0.434539312,0.175614694,0.060775179,0.129765419
460.5,0.078399958,0.477123695,0.197104218,0.03721067,0.129036409
461,0.085890007,0.519708078,0.218593743,0.051163855,0.128307398
461.5,0.093380055,0.562292461,0.240083267,0.06511704,0.127578388
462,0.100870104,0.604876845,0.261572792,0.079070224,0.126849377
462.5,0.108360152,0.647461228,0.283062316,0.093023409,0.126120367
463,0.115850201,0.690045611,0.304551841,0.106976594,0.125391356
463.5,0.12334025,0.732629994,0.326041365,0.120929778,0.124662346
464,0.130830298,0.775214378,0.34753089,0.134882963,0.123933336
464.5,0.138320347,0.817798761,0.369020414,0.148836148,0.123204325
465,0.145810395,0.860383144,0.390509939,0.162789332,0.122475315
465.5,0.153300444,0.902967528,0.411999463,0.176742517,0.121746304
466,0.160790493,0.945551911,0.433488988,0.190695702,0.121017294
466.5,0.168280541,0.970277683,0.454978512,0.200358262,0.120288283
467,0.17577059,0.914659594,0.476468037,0.190717789,0.119559273
467.5,0.183260638,0.859041504,0.429707989,0.181077315,0.118830263
468,0.190750687,0.803423414,0.382457605,0.171436842,0.118101252
468.5,0.198240736,0.747805325,0.335207222,0.161796369,0.117372242
469,0.205730784,0.692187235,0.287956838,0.152155896,0.116643231
469.5,0.213220833,0.636569146,0.240706454,0.142515423,0.115914221
470,0.220710881,0.580951056,0.193456071,0.13287495,0.11518521
470.5,0.22820093,0.525332966,0.146205687,0.123234476,0.1144562
471,0.247872495,0.469714877,0.098955304,0.113594003,0.113727189
471.5,0.2695518,0.414096787,0.05170492,0.10395353,0.112998179
472,0.291231105,0.358478697,0.049204692,0.094313057,0.112269169
472.5,0.312910411,0.302860608,0.095123821,0.093837014,0.111540158
473,0.334589716,0.247242518,0.141042949,0.115654749,0.110811148
473.5,0.356269021,0.191624429,0.186962078,0.137472484,0.110082137
474,0.377948326,0.136006339,0.232881207,0.159290219,0.109353127
474.5,0.399627631,0.132816611,0.278800336,0.181107954,0.108624116
475,0.421306936,0.149599504,0.324719464,0.202925689,0.107895106
475.5,0.442986241,0.166382398,0.370638593,0.224743424,0.107166096
476,0.464665546,0.183165292,0.416557722,0.246561159,0.106437085
476.5,0.486344851,0.199948186,0.462476851,0.268378894,0.105708075
477,0.508024157,0.21673108,0.508395979,0.290196629,0.104979064
477.5,0.499142536,0.233513973,0.554315108,0.312014364,0.104250054
478,0.481578931,0.250296867,0.55336879,0.333832099,0.103521043
478.5,0.464015326,0.267079761,0.519824626,0.342994411,0.102792033
479,0.446451722,0.283862655,0.486280462,0.333227125,0.102063023
479.5,0.428888117,0.300645549,0.452736298,0.323459838,0.101334012
480,0.411324512,0.317428442,0.419192134,0.313692551,0.100605002
480.5,0.393760907,0.334211336,0.385647971,0.303925265,0.099875991
481,0.376197303,0.35099423,0.352103807,0.294157978,0.099146981
481.5,0.358633698,0.367777124,0.318559643,0.284390691,0.09841797
482,0.341070093,0.388047872,0.285015479,0.274623405,0.09768896
482.5,0.323506489,0.417927538,0.251471316,0.264856118,0.096959949
483,0.305942884,0.447807205,0.217927152,0.255088832,0.096230939
483.5,0.288379279,0.477686871,0.232614656,0.245321545,0.095501929
484,0.270815675,0.507566538,0.25337143,0.235554258,0.094772918
484.5,0.25325207,0.537446204,0.274128205,0.225786972,0.094043908
485,0.249006569,0.567325871,0.294884979,0.216019685,0.093314897
485.5,0.272926309,0.597205538,0.315641753,0.206252398,0.092585887
486,0.296846049,0.627085204,0.336398528,0.196485112,0.091856876
486.5,0.320765789,0.656964871,0.357155302,0.186717825,0.091127866
487,0.344685529,0.686844537,0.377912077,0.176950539,0.090398856
487.5,0.368605269,0.716724204,0.398668851,0.167183252,0.089669845
488,0.392525009,0.746603871,0.419425625,0.157415965,0.088940835
488.5,0.416444749,0.776483537,0.4401824,0.147648679,0.088211824
489,0.440364489,0.806363204,0.460939174,0.137881392,0.087482814
489.5,0.414919328,0.83624287,0.481695948,0.128114105,0.087408742
490,0.389354712,0.866122537,0.469005866,0.118346819,0.087336256
490.5,0.363790096,0.896002204,0.448393052,0.122125893,0.087263769
491,0.33822548,0.92588187,0.427780238,0.134225173,0.087191282
491.5,0.312660863,0.955761537,0.407167425,0.146324454,0.087118796
492,0.287096247,0.985641203,0.386554611,0.158423735,0.087046309
492.5,0.261531631,1.01552087,0.365941797,0.170523016,0.086973822
493,0.235967015,0.972085902,0.345328984,0.182622296,0.086901336
493.5,0.210402399,0.91703419,0.32471617,0.194721577,0.086828849
494,0.184837783,0.861982478,0.304103356,0.206820858,0.086756363
494.5,0.159273167,0.806930765,0.293830778,0.218920139,0.086683876
495,0.133708551,0.751879053,0.308146471,0.23101942,0.086611389
495.5,0.108143935,0.696827341,0.322462164,0.2431187,0.086538903
496,0.082579318,0.641775629,0.336777856,0.255217981,0.086466416
496.5,0.057014702,0.586723917,0.351093549,0.267317262,0.086393929
497,0.055616877,0.531672205,0.365409242,0.279416543,0.086321443
497.5,0.074825394,0.476620492,0.379724935,0.291515824,0.086248956
498,0.09403391,0.42156878,0.394040628,0.303231239,0.086176469
498.5,0.113242426,0.366517068,0.408356321,0.312956233,0.086103983
499,0.132450943,0.37446581,0.422672014,0.322681226,0.086031496
499.5,0.151659459,0.384190795,0.436987707,0.33240622,0.085959009
